index,Test_Time(s),,Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index
887,102846.16618,,120.0024,12,3,4.23304605484009,102846.16618,120.0024,12,3,3.25986862182617,102846.16618,120.0024,12,3,0.251391768455505,102846.16618,120.0024,12,3,0,102846.16618,120.0024,12,3
888,102966.16868,,240.0049,12,3,4.26206541061401,102966.16868,240.0049,12,3,3.26007461547852,102966.16868,240.0049,12,3,0.360057711601257,102966.16868,240.0049,12,3,0,102966.16868,240.0049,12,3
889,103086.16788,,360.0041,12,3,4.28541326522827,103086.16788,360.0041,12,3,3.26022529602051,103086.16788,360.0041,12,3,0.468726277351379,103086.16788,360.0041,12,3,0,103086.16788,360.0041,12,3
890,103206.16588,,480.0021,12,3,4.30890035629272,103206.16588,480.0021,12,3,3.26015090942383,103206.16588,480.0021,12,3,0.577390730381012,103206.16588,480.0021,12,3,0,103206.16588,480.0021,12,3
891,103326.16478,,600.001,12,3,4.3341269493103,103326.16478,600.001,12,3,3.26008033752441,103326.16478,600.001,12,3,0.686063468456268,103326.16478,600.001,12,3,0,103326.16478,600.001,12,3
892,103446.16888,,720.0051,12,3,4.36185693740845,103446.16888,720.0051,12,3,3.25980949401855,103446.16888,720.0051,12,3,0.794731855392456,103446.16888,720.0051,12,3,0,103446.16888,720.0051,12,3
893,103566.16648,,840.0027,12,3,4.3919415473938,103566.16648,840.0027,12,3,3.25981903076172,103566.16648,840.0027,12,3,0.903395593166351,103566.16648,840.0027,12,3,0,103566.16648,840.0027,12,3
894,103686.16878,,960.005,12,3,4.39999532699585,103686.16878,960.005,12,3,3.0553035736084,103686.16878,960.005,12,3,1.0094221830368,103686.16878,960.005,12,3,0,103686.16878,960.005,12,3
895,103806.16588,,1080.0021,12,3,4.40003538131714,103806.16588,1080.0021,12,3,2.81900978088379,103806.16588,1080.0021,12,3,1.10728430747986,103806.16588,1080.0021,12,3,0,103806.16588,1080.0021,12,3
896,103926.16678,,1200.003,12,3,4.40000295639038,103926.16678,1200.003,12,3,2.61269187927246,103926.16678,1200.003,12,3,1.19774293899536,103926.16678,1200.003,12,3,0,103926.16678,1200.003,12,3
897,104046.16938,,1320.0056,12,3,4.40002107620239,104046.16938,1320.0056,12,3,2.43730926513672,104046.16938,1320.0056,12,3,1.28180170059204,104046.16938,1320.0056,12,3,0,104046.16938,1320.0056,12,3
898,104166.16398,,1440.0002,12,3,4.40001058578491,104166.16398,1440.0002,12,3,2.28664588928223,104166.16398,1440.0002,12,3,1.36047625541687,104166.16398,1440.0002,12,3,0,104166.16398,1440.0002,12,3
899,104286.16938,,1560.0056,12,3,4.39995813369751,104286.16938,1560.0056,12,3,2.1553897857666,104286.16938,1560.0056,12,3,1.43442475795746,104286.16938,1560.0056,12,3,0,104286.16938,1560.0056,12,3
900,104406.16958,,1680.0058,12,3,4.39998006820679,104406.16958,1680.0058,12,3,2.04063510894775,104406.16958,1680.0058,12,3,1.50430262088776,104406.16958,1680.0058,12,3,0,104406.16958,1680.0058,12,3
901,104526.16538,,1800.0016,12,3,4.39992761611939,104526.16538,1800.0016,12,3,1.94000720977783,104526.16538,1800.0016,12,3,1.57060277462006,104526.16538,1800.0016,12,3,0,104526.16538,1800.0016,12,3
902,104646.16718,,1920.0034,12,3,4.39998865127564,104646.16718,1920.0034,12,3,1.84589195251465,104646.16718,1920.0034,12,3,1.63367259502411,104646.16718,1920.0034,12,3,0,104646.16718,1920.0034,12,3
903,104766.16858,,2040.0048,12,3,4.39999723434448,104766.16858,2040.0048,12,3,1.75974369049072,104766.16858,2040.0048,12,3,1.69375216960907,104766.16858,2040.0048,12,3,0,104766.16858,2040.0048,12,3
904,104886.17128,,2160.0075,12,3,4.40000867843628,104886.17128,2160.0075,12,3,1.68103408813477,104886.17128,2160.0075,12,3,1.75105607509613,104886.17128,2160.0075,12,3,0,104886.17128,2160.0075,12,3
905,105006.16438,,2280.0006,12,3,4.40002202987671,105006.16438,2280.0006,12,3,1.60507202148438,105006.16438,2280.0006,12,3,1.80582594871521,105006.16438,2280.0006,12,3,0,105006.16438,2280.0006,12,3
906,105126.17038,,2400.0066,12,3,4.40005731582642,105126.17038,2400.0066,12,3,1.53110790252686,105126.17038,2400.0066,12,3,1.85806858539581,105126.17038,2400.0066,12,3,0,105126.17038,2400.0066,12,3
907,105246.16438,,2520.0006,12,3,4.40004777908325,105246.16438,2520.0006,12,3,1.46225166320801,105246.16438,2520.0006,12,3,1.9079395532608,105246.16438,2520.0006,12,3,0,105246.16438,2520.0006,12,3
908,105366.16858,,2640.0048,12,3,4.39997625350952,105366.16858,2640.0048,12,3,1.39618968963623,105366.16858,2640.0048,12,3,1.95554769039154,105366.16858,2640.0048,12,3,0,105366.16858,2640.0048,12,3
909,105486.16738,,2760.0036,12,3,4.39999532699585,105486.16738,2760.0036,12,3,1.33194637298584,105486.16738,2760.0036,12,3,2.00102114677429,105486.16738,2760.0036,12,3,0,105486.16738,2760.0036,12,3
910,105606.16448,,2880.0007,12,3,4.39994382858276,105606.16448,2880.0007,12,3,1.27058124542236,105606.16448,2880.0007,12,3,2.04438924789429,105606.16448,2880.0007,12,3,0,105606.16448,2880.0007,12,3
911,105726.16828,,3000.0045,12,3,4.39996290206909,105726.16828,3000.0045,12,3,1.2104959487915,105726.16828,3000.0045,12,3,2.0857400894165,105726.16828,3000.0045,12,3,0,105726.16828,3000.0045,12,3
912,105846.16648,,3120.0027,12,3,4.39998483657837,105846.16648,3120.0027,12,3,1.15279674530029,105846.16648,3120.0027,12,3,2.12511491775513,105846.16648,3120.0027,12,3,0,105846.16648,3120.0027,12,3
913,105966.16518,,3240.0014,12,3,4.40003442764282,105966.16518,3240.0014,12,3,1.09722805023193,105966.16518,3240.0014,12,3,2.16262078285217,105966.16518,3240.0014,12,3,0,105966.16518,3240.0014,12,3
914,106086.17048,,3360.0067,12,3,4.39996099472046,106086.17048,3360.0067,12,3,1.04358291625977,106086.17048,3360.0067,12,3,2.1982843875885,106086.17048,3360.0067,12,3,0,106086.17048,3360.0067,12,3
915,106206.16418,,3480.0004,12,3,4.40001058578491,106206.16418,3480.0004,12,3,0.991545677185059,106206.16418,3480.0004,12,3,2.23220109939575,106206.16418,3480.0004,12,3,0,106206.16418,3480.0004,12,3
916,106326.16748,,3600.0037,12,3,4.40000867843628,106326.16748,3600.0037,12,3,0.942318916320801,106326.16748,3600.0037,12,3,2.26443409919739,106326.16748,3600.0037,12,3,0,106326.16748,3600.0037,12,3
917,106446.16968,,3720.0059,12,3,4.40003824234009,106446.16968,3720.0059,12,3,0.894007682800293,106446.16968,3720.0059,12,3,2.29503107070923,106446.16968,3720.0059,12,3,0,106446.16968,3720.0059,12,3
918,106566.16558,,3840.0018,12,3,4.39996194839478,106566.16558,3840.0018,12,3,0.847764015197754,106566.16558,3840.0018,12,3,2.32405304908752,106566.16558,3840.0018,12,3,0,106566.16558,3840.0018,12,3
919,106686.17088,,3960.0071,12,3,4.39999341964722,106686.17088,3960.0071,12,3,0.803475379943848,106686.17088,3960.0071,12,3,2.35156989097595,106686.17088,3960.0071,12,3,0,106686.17088,3960.0071,12,3
920,106806.16948,,4080.0057,12,3,4.39998006820679,106806.16948,4080.0057,12,3,0.761590957641602,106806.16948,4080.0057,12,3,2.37764692306519,106806.16948,4080.0057,12,3,0,106806.16948,4080.0057,12,3
921,106926.16858,,4200.0048,12,3,4.40001821517944,106926.16858,4200.0048,12,3,0.721487998962402,106926.16858,4200.0048,12,3,2.40235710144043,106926.16858,4200.0048,12,3,0,106926.16858,4200.0048,12,3
922,107046.16718,,4320.0034,12,3,4.40003442764282,107046.16718,4320.0034,12,3,0.683710098266602,107046.16718,4320.0034,12,3,2.42577123641968,107046.16718,4320.0034,12,3,0,107046.16718,4320.0034,12,3
923,107150.23308,,4424.0693,12,3,4.40001440048218,107150.23308,4424.0693,12,3,0.651979446411133,107150.23308,4424.0693,12,3,2.44507837295532,107150.23308,4424.0693,12,3,0,107150.23308,4424.0693,12,3
924,107270.290348,,120.0046,12,4,4.27781915664673,107270.290348,120.0046,12,4,0,107270.290348,120.0046,12,4,2.44508099555969,107270.290348,120.0046,12,4,0,107270.290348,120.0046,12,4
925,107390.289148,,240.0034,12,4,4.26556539535522,107390.289148,240.0034,12,4,0,107390.289148,240.0034,12,4,2.44508099555969,107390.289148,240.0034,12,4,0,107390.289148,240.0034,12,4
926,107450.290348,,300.0046,12,4,4.26233816146851,107450.290348,300.0046,12,4,0,107450.290348,300.0046,12,4,2.44508099555969,107450.290348,300.0046,12,4,0,107450.290348,300.0046,12,4
927,107570.375592,,120.0004,12,5,3.89858865737915,107570.375592,120.0004,12,5,-2.28175830841064,107570.375592,120.0004,12,5,2.44508099555969,107570.375592,120.0004,12,5,0.076055243611336,107570.375592,120.0004,12,5
928,107690.375492,,240.0003,12,5,3.85238790512085,107690.375492,240.0003,12,5,-2.28199768066406,107690.375492,240.0003,12,5,2.44508099555969,107690.375492,240.0003,12,5,0.152129486203194,107690.375492,240.0003,12,5
929,107810.379992,,360.0048,12,5,3.81427335739136,107810.379992,360.0048,12,5,-2.28187656402588,107810.379992,360.0048,12,5,2.44508099555969,107810.379992,360.0048,12,5,0.228197857737541,107810.379992,360.0048,12,5
930,107930.375592,,480.0004,12,5,3.77845907211304,107930.375592,480.0004,12,5,-2.28210544586182,107930.375592,480.0004,12,5,2.44508099555969,107930.375592,480.0004,12,5,0.304254323244095,107930.375592,480.0004,12,5
931,108050.378492,,600.0033,12,5,3.74419069290161,108050.378492,600.0033,12,5,-2.28215217590332,108050.378492,600.0033,12,5,2.44508099555969,108050.378492,600.0033,12,5,0.380324810743332,108050.378492,600.0033,12,5
932,108170.375792,,720.0006,12,5,3.71098661422729,108170.375792,720.0006,12,5,-2.28216361999512,108170.375792,720.0006,12,5,2.44508099555969,108170.375792,720.0006,12,5,0.456397622823715,108170.375792,720.0006,12,5
933,108290.381092,,840.0059,12,5,3.67910242080688,108290.381092,840.0059,12,5,-2.28185653686523,108290.381092,840.0059,12,5,2.44508099555969,108290.381092,840.0059,12,5,0.532467842102051,108290.381092,840.0059,12,5
934,108410.376892,,960.0017,12,5,3.64950895309448,108410.376892,960.0017,12,5,-2.28179359436035,108410.376892,960.0017,12,5,2.44508099555969,108410.376892,960.0017,12,5,0.608533084392548,108410.376892,960.0017,12,5
935,108530.379992,,1080.0048,12,5,3.62204694747925,108530.379992,1080.0048,12,5,-2.28226375579834,108530.379992,1080.0048,12,5,2.44508099555969,108530.379992,1080.0048,12,5,0.684598088264465,108530.379992,1080.0048,12,5
936,108650.379592,,1200.0044,12,5,3.5964207649231,108650.379592,1200.0044,12,5,-2.28216075897217,108650.379592,1200.0044,12,5,2.44508099555969,108650.379592,1200.0044,12,5,0.760670363903046,108650.379592,1200.0044,12,5
937,108770.375492,,1320.0003,12,5,3.57226896286011,108770.375492,1320.0003,12,5,-2.2820987701416,108770.375492,1320.0003,12,5,2.44508099555969,108770.375492,1320.0003,12,5,0.836735963821411,108770.375492,1320.0003,12,5
938,108890.377592,,1440.0024,12,5,3.54950475692749,108890.377592,1440.0024,12,5,-2.28209590911865,108890.377592,1440.0024,12,5,2.44508099555969,108890.377592,1440.0024,12,5,0.912804305553436,108890.377592,1440.0024,12,5
939,109010.379192,,1560.004,12,5,3.52758264541626,109010.379192,1560.004,12,5,-2.28216361999512,109010.379192,1560.004,12,5,2.44508099555969,109010.379192,1560.004,12,5,0.988871335983276,109010.379192,1560.004,12,5
940,109130.377792,,1680.0026,12,5,3.50657796859741,109130.377792,1680.0026,12,5,-2.28213500976562,109130.377792,1680.0026,12,5,2.44508099555969,109130.377792,1680.0026,12,5,1.06494426727295,109130.377792,1680.0026,12,5
941,109250.375792,,1800.0006,12,5,3.48688364028931,109250.375792,1800.0006,12,5,-2.28201961517334,109250.375792,1800.0006,12,5,2.44508099555969,109250.375792,1800.0006,12,5,1.14100992679596,109250.375792,1800.0006,12,5
942,109370.375692,,1920.0005,12,5,3.46801900863647,109370.375692,1920.0005,12,5,-2.28220176696777,109370.375692,1920.0005,12,5,2.44508099555969,109370.375692,1920.0005,12,5,1.21707725524902,109370.375692,1920.0005,12,5
943,109490.377492,,2040.0023,12,5,3.45018434524536,109490.377492,2040.0023,12,5,-2.28220176696777,109490.377492,2040.0023,12,5,2.44508099555969,109490.377492,2040.0023,12,5,1.29315257072449,109490.377492,2040.0023,12,5
944,109610.377192,,2160.002,12,5,3.43313550949097,109610.377192,2160.002,12,5,-2.28212547302246,109610.377192,2160.002,12,5,2.44508099555969,109610.377192,2160.002,12,5,1.36922192573547,109610.377192,2160.002,12,5
945,109730.376592,,2280.0014,12,5,3.41678380966187,109730.376592,2280.0014,12,5,-2.2821102142334,109730.376592,2280.0014,12,5,2.44508099555969,109730.376592,2280.0014,12,5,1.4452965259552,109730.376592,2280.0014,12,5
946,109850.379092,,2400.0039,12,5,3.40063142776489,109850.379092,2400.0039,12,5,-2.28210067749023,109850.379092,2400.0039,12,5,2.44508099555969,109850.379092,2400.0039,12,5,1.52136039733887,109850.379092,2400.0039,12,5
947,109970.378992,,2520.0038,12,5,3.38481569290161,109970.378992,2520.0038,12,5,-2.28182697296143,109970.378992,2520.0038,12,5,2.44508099555969,109970.378992,2520.0038,12,5,1.59742867946625,109970.378992,2520.0038,12,5
948,110090.377992,,2640.0028,12,5,3.36851835250854,110090.377992,2640.0028,12,5,-2.2820987701416,110090.377992,2640.0028,12,5,2.44508099555969,110090.377992,2640.0028,12,5,1.67350256443024,110090.377992,2640.0028,12,5
949,110210.380892,,2760.0057,12,5,3.35191774368286,110210.380892,2760.0057,12,5,-2.28218078613281,110210.380892,2760.0057,12,5,2.44508099555969,110210.380892,2760.0057,12,5,1.74957752227783,110210.380892,2760.0057,12,5
950,110330.378192,,2880.003,12,5,3.33401155471802,110330.378192,2880.003,12,5,-2.28206729888916,110330.378192,2880.003,12,5,2.44508099555969,110330.378192,2880.003,12,5,1.82564461231232,110330.378192,2880.003,12,5
951,110450.377692,,3000.0025,12,5,3.3141942024231,110450.377692,3000.0025,12,5,-2.28217220306396,110450.377692,3000.0025,12,5,2.44508099555969,110450.377692,3000.0025,12,5,1.90170764923096,110450.377692,3000.0025,12,5
952,110570.378692,,3120.0035,12,5,3.29189348220825,110570.378692,3120.0035,12,5,-2.28215503692627,110570.378692,3120.0035,12,5,2.44508099555969,110570.378692,3120.0035,12,5,1.97778069972992,110570.378692,3120.0035,12,5
953,110690.375992,,3240.0008,12,5,3.26643991470337,110690.375992,3240.0008,12,5,-2.28219318389893,110690.375992,3240.0008,12,5,2.44508099555969,110690.375992,3240.0008,12,5,2.05384755134583,110690.375992,3240.0008,12,5
954,110810.376192,,3360.001,12,5,3.23624277114868,110810.376192,3360.001,12,5,-2.28207206726074,110810.376192,3360.001,12,5,2.44508099555969,110810.376192,3360.001,12,5,2.12992405891418,110810.376192,3360.001,12,5
955,110930.375292,,3480.0001,12,5,3.1999020576477,110930.375292,3480.0001,12,5,-2.28213882446289,110930.375292,3480.0001,12,5,2.44508099555969,110930.375292,3480.0001,12,5,2.20598578453064,110930.375292,3480.0001,12,5
956,111050.377492,,3600.0023,12,5,3.15452432632446,111050.377492,3600.0023,12,5,-2.28176021575928,111050.377492,3600.0023,12,5,2.44508099555969,111050.377492,3600.0023,12,5,2.28206086158752,111050.377492,3600.0023,12,5
957,111170.378492,,3720.0033,12,5,3.09679841995239,111170.378492,3720.0033,12,5,-2.28214359283447,111170.378492,3720.0033,12,5,2.44508099555969,111170.378492,3720.0033,12,5,2.35813140869141,111170.378492,3720.0033,12,5
958,111290.378192,,3840.003,12,5,3.01919507980347,111290.378192,3840.003,12,5,-2.28212070465088,111290.378192,3840.003,12,5,2.44508099555969,111290.378192,3840.003,12,5,2.43420505523682,111290.378192,3840.003,12,5
959,111314.975892,,3864.6007,12,5,2.99998998641968,111314.975892,3864.6007,12,5,-2.28207111358643,111314.975892,3864.6007,12,5,2.44508099555969,111314.975892,3864.6007,12,5,2.44979500770569,111314.975892,3864.6007,12,5
960,111435.126324,,120.0029,12,6,3.62485647201538,111435.126324,120.0029,12,6,0,111435.126324,120.0029,12,6,2.44508099555969,111435.126324,120.0029,12,6,2.44983816146851,111435.126324,120.0029,12,6
961,111555.127824,,240.0044,12,6,3.65490674972534,111555.127824,240.0044,12,6,0,111555.127824,240.0044,12,6,2.44508099555969,111555.127824,240.0044,12,6,2.44983816146851,111555.127824,240.0044,12,6
962,111615.125924,,300.0025,12,6,3.66212606430054,111615.125924,300.0025,12,6,0,111615.125924,300.0025,12,6,2.44508099555969,111615.125924,300.0025,12,6,2.44983816146851,111615.125924,300.0025,12,6
963,111735.232152,,120.0029,13,2,4.19997262954712,111735.232152,120.0029,13,2,3.3420467376709,111735.232152,120.0029,13,2,0.128286480903625,111735.232152,120.0029,13,2,0,111735.232152,120.0029,13,2
964,111763.115652,,147.8864,13,2,4.20000982284546,111763.115652,147.8864,13,2,3.25996017456055,111763.115652,147.8864,13,2,0.15384829044342,111763.115652,147.8864,13,2,0,111763.115652,147.8864,13,2
965,111883.13052,,120.0029,13,3,4.23257875442505,111883.13052,120.0029,13,3,3.26015281677246,111883.13052,120.0029,13,3,0.262252748012543,111883.13052,120.0029,13,3,0,111883.13052,120.0029,13,3
966,112003.13322,,240.0056,13,3,4.26089811325073,112003.13322,240.0056,13,3,3.25986480712891,112003.13322,240.0056,13,3,0.370929598808289,112003.13322,240.0056,13,3,0,112003.13322,240.0056,13,3
967,112123.13272,,360.0051,13,3,4.28511190414429,112123.13272,360.0051,13,3,3.25977897644043,112123.13272,360.0051,13,3,0.47958892583847,112123.13272,360.0051,13,3,0,112123.13272,360.0051,13,3
968,112243.13182,,480.0042,13,3,4.30919504165649,112243.13182,480.0042,13,3,3.25984382629395,112243.13182,480.0042,13,3,0.588257372379303,112243.13182,480.0042,13,3,0,112243.13182,480.0042,13,3
969,112363.12862,,600.001,13,3,4.33542966842651,112363.12862,600.001,13,3,3.26006507873535,112363.12862,600.001,13,3,0.696918249130249,112363.12862,600.001,13,3,0,112363.12862,600.001,13,3
970,112483.13332,,720.0057,13,3,4.36361265182495,112483.13332,720.0057,13,3,3.25980758666992,112483.13332,720.0057,13,3,0.805587708950043,112483.13332,720.0057,13,3,0,112483.13332,720.0057,13,3
971,112603.13032,,840.0027,13,3,4.39397382736206,112603.13032,840.0027,13,3,3.26008987426758,112603.13032,840.0027,13,3,0.914252698421478,112603.13032,840.0027,13,3,0,112603.13032,840.0027,13,3
972,112723.13182,,960.0042,13,3,4.40004777908325,112723.13182,960.0042,13,3,3.03965187072754,112723.13182,960.0042,13,3,1.01975929737091,112723.13182,960.0042,13,3,0,112723.13182,960.0042,13,3
973,112843.12822,,1080.0006,13,3,4.40005826950073,112843.12822,1080.0006,13,3,2.80348014831543,112843.12822,1080.0006,13,3,1.11708617210388,112843.12822,1080.0006,13,3,0,112843.12822,1080.0006,13,3
974,112963.13292,,1200.0053,13,3,4.39992952346802,112963.13292,1200.0053,13,3,2.59965133666992,112963.13292,1200.0053,13,3,1.20708525180817,112963.13292,1200.0053,13,3,0,112963.13292,1200.0053,13,3
975,113083.13182,,1320.0042,13,3,4.40002489089966,113083.13182,1320.0042,13,3,2.42399978637695,113083.13182,1320.0042,13,3,1.2907623052597,113083.13182,1320.0042,13,3,0,113083.13182,1320.0042,13,3
976,113203.13322,,1440.0056,13,3,4.39991521835327,113203.13322,1440.0056,13,3,2.27311515808105,113203.13322,1440.0056,13,3,1.36898231506348,113203.13322,1440.0056,13,3,0,113203.13322,1440.0056,13,3
977,113323.13092,,1560.0033,13,3,4.3999810218811,113323.13092,1560.0033,13,3,2.14488220214844,113323.13092,1560.0033,13,3,1.44259703159332,113323.13092,1560.0033,13,3,0,113323.13092,1560.0033,13,3
978,113443.13352,,1680.0059,13,3,4.39999723434448,113443.13352,1680.0059,13,3,2.03057289123535,113443.13352,1680.0059,13,3,1.51215839385986,113443.13352,1680.0059,13,3,0,113443.13352,1680.0059,13,3
979,113563.13342,,1800.0058,13,3,4.40001821517944,113563.13342,1800.0058,13,3,1.92730903625488,113563.13342,1800.0058,13,3,1.57807731628418,113563.13342,1800.0058,13,3,0,113563.13342,1800.0058,13,3
980,113683.13312,,1920.0055,13,3,4.39998388290405,113683.13312,1920.0055,13,3,1.83400440216064,113683.13312,1920.0055,13,3,1.64074575901032,113683.13312,1920.0055,13,3,0,113683.13312,1920.0055,13,3
981,113803.13052,,2040.0029,13,3,4.39996385574341,113803.13052,2040.0029,13,3,1.74891948699951,113803.13052,2040.0029,13,3,1.70043015480042,113803.13052,2040.0029,13,3,0,113803.13052,2040.0029,13,3
982,113923.13062,,2160.003,13,3,4.40002298355103,113923.13062,2160.003,13,3,1.66862201690674,113923.13062,2160.003,13,3,1.75737619400024,113923.13062,2160.003,13,3,0,113923.13062,2160.003,13,3
983,114043.13082,,2280.0032,13,3,4.39996862411499,114043.13082,2280.0032,13,3,1.59418964385986,114043.13082,2280.0032,13,3,1.81173574924469,114043.13082,2280.0032,13,3,0,114043.13082,2280.0032,13,3
984,114163.13362,,2400.006,13,3,4.39998388290405,114163.13362,2400.006,13,3,1.52335739135742,114163.13362,2400.006,13,3,1.86367249488831,114163.13362,2400.006,13,3,0,114163.13362,2400.006,13,3
985,114283.13122,,2520.0036,13,3,4.40008592605591,114283.13122,2520.0036,13,3,1.455078125,114283.13122,2520.0036,13,3,1.91331362724304,114283.13122,2520.0036,13,3,0,114283.13122,2520.0036,13,3
986,114403.12862,,2640.001,13,3,4.39989995956421,114403.12862,2640.001,13,3,1.38914775848389,114403.12862,2640.001,13,3,1.96071231365204,114403.12862,2640.001,13,3,0,114403.12862,2640.001,13,3
987,114523.12972,,2760.0021,13,3,4.39997053146362,114523.12972,2760.0021,13,3,1.32714176177979,114523.12972,2760.0021,13,3,2.00597667694092,114523.12972,2760.0021,13,3,0,114523.12972,2760.0021,13,3
988,114643.13112,,2880.0035,13,3,4.40002202987671,114643.13112,2880.0035,13,3,1.26660537719727,114643.13112,2880.0035,13,3,2.04919123649597,114643.13112,2880.0035,13,3,0,114643.13112,2880.0035,13,3
989,114763.13212,,3000.0045,13,3,4.40003824234009,114763.13212,3000.0045,13,3,1.20823669433594,114763.13212,3000.0045,13,3,2.09043741226196,114763.13212,3000.0045,13,3,0,114763.13212,3000.0045,13,3
990,114883.13172,,3120.0041,13,3,4.4000096321106,114883.13172,3120.0041,13,3,1.15134334564209,114883.13172,3120.0041,13,3,2.12975168228149,114883.13172,3120.0041,13,3,0,114883.13172,3120.0041,13,3
991,115003.13442,,3240.0068,13,3,4.40001153945923,115003.13442,3240.0068,13,3,1.09650421142578,115003.13442,3240.0068,13,3,2.16721248626709,115003.13442,3240.0068,13,3,0,115003.13442,3240.0068,13,3
992,115123.13142,,3360.0038,13,3,4.39998006820679,115123.13142,3360.0038,13,3,1.04498958587646,115123.13142,3360.0038,13,3,2.20291042327881,115123.13142,3360.0038,13,3,0,115123.13142,3360.0038,13,3
993,115243.13282,,3480.0052,13,3,4.39998483657837,115243.13282,3480.0052,13,3,0.994492530822754,115243.13282,3480.0052,13,3,2.23689079284668,115243.13282,3480.0052,13,3,0,115243.13282,3480.0052,13,3
994,115363.12922,,3600.0016,13,3,4.40002202987671,115363.12922,3600.0016,13,3,0.944847106933594,115363.12922,3600.0016,13,3,2.26920938491821,115363.12922,3600.0016,13,3,0,115363.12922,3600.0016,13,3
995,115483.13132,,3720.0037,13,3,4.39998006820679,115483.13132,3720.0037,13,3,0.897457122802734,115483.13132,3720.0037,13,3,2.29992723464966,115483.13132,3720.0037,13,3,0,115483.13132,3720.0037,13,3
996,115603.13092,,3840.0033,13,3,4.40008878707886,115603.13092,3840.0033,13,3,0.851120948791504,115603.13092,3840.0033,13,3,2.32906770706177,115603.13092,3840.0033,13,3,0,115603.13092,3840.0033,13,3
997,115723.13062,,3960.003,13,3,4.40001344680786,115723.13062,3960.003,13,3,0.806591033935547,115723.13062,3960.003,13,3,2.35669779777527,115723.13062,3960.003,13,3,0,115723.13062,3960.003,13,3
998,115843.13342,,4080.0058,13,3,4.39996576309204,115843.13342,4080.0058,13,3,0.763664245605469,115843.13342,4080.0058,13,3,2.38286232948303,115843.13342,4080.0058,13,3,0,115843.13342,4080.0058,13,3
999,115963.13072,,4200.0031,13,3,4.40000867843628,115963.13072,4200.0031,13,3,0.722220420837402,115963.13072,4200.0031,13,3,2.40762734413147,115963.13072,4200.0031,13,3,0,115963.13072,4200.0031,13,3
1000,116083.12932,,4320.0017,13,3,4.39997434616089,116083.12932,4320.0017,13,3,0.683492660522461,116083.12932,4320.0017,13,3,2.43105101585388,116083.12932,4320.0017,13,3,0,116083.12932,4320.0017,13,3
1001,116184.19712,,4421.0695,13,3,4.40006685256958,116184.19712,4421.0695,13,3,0.651986122131348,116184.19712,4421.0695,13,3,2.44980120658875,116184.19712,4421.0695,13,3,0,116184.19712,4421.0695,13,3
1002,116304.253816,,120.0024,13,4,4.27779912948608,116304.253816,120.0024,13,4,0,116304.253816,120.0024,13,4,2.4498016834259,116304.253816,120.0024,13,4,0,116304.253816,120.0024,13,4
1003,116424.256616,,240.0052,13,4,4.26563692092896,116424.256616,240.0052,13,4,0,116424.256616,240.0052,13,4,2.4498016834259,116424.256616,240.0052,13,4,0,116424.256616,240.0052,13,4
1004,116484.256616,,300.0052,13,4,4.26248121261597,116484.256616,300.0052,13,4,0,116484.256616,300.0052,13,4,2.4498016834259,116484.256616,300.0052,13,4,0,116484.256616,300.0052,13,4
1005,116604.34526,,120.0044,13,5,3.89771699905396,116604.34526,120.0044,13,5,-2.28216743469238,116604.34526,120.0044,13,5,2.4498016834259,116604.34526,120.0044,13,5,0.076063267886639,116604.34526,120.0044,13,5
1006,116724.34476,,240.0039,13,5,3.85146856307983,116724.34476,240.0039,13,5,-2.28216171264648,116724.34476,240.0039,13,5,2.4498016834259,116724.34476,240.0039,13,5,0.15213780105114,116724.34476,240.0039,13,5
1007,116844.34516,,360.0043,13,5,3.8131422996521,116844.34516,360.0043,13,5,-2.28171062469482,116844.34516,360.0043,13,5,2.4498016834259,116844.34516,360.0043,13,5,0.22819747030735,116844.34516,360.0043,13,5
1008,116964.34676,,480.0059,13,5,3.77732610702515,116964.34676,480.0059,13,5,-2.28187656402588,116964.34676,480.0059,13,5,2.4498016834259,116964.34676,480.0059,13,5,0.304266780614853,116964.34676,480.0059,13,5
1009,117084.34196,,600.0011,13,5,3.74309110641479,117084.34196,600.0011,13,5,-2.28185653686523,117084.34196,600.0011,13,5,2.4498016834259,117084.34196,600.0011,13,5,0.380337476730347,117084.34196,600.0011,13,5
1010,117204.34116,,720.0003,13,5,3.71015977859497,117204.34116,720.0003,13,5,-2.28214168548584,117204.34116,720.0003,13,5,2.4498016834259,117204.34116,720.0003,13,5,0.456404089927673,117204.34116,720.0003,13,5
1011,117324.34476,,840.0039,13,5,3.67830514907837,117324.34476,840.0039,13,5,-2.28174209594727,117324.34476,840.0039,13,5,2.4498016834259,117324.34476,840.0039,13,5,0.532476007938385,117324.34476,840.0039,13,5
1012,117444.34216,,960.0013,13,5,3.64844560623169,117444.34216,960.0013,13,5,-2.28216361999512,117444.34216,960.0013,13,5,2.4498016834259,117444.34216,960.0013,13,5,0.608543395996094,117444.34216,960.0013,13,5
