index,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Voltage,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Current,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Charge_Capacity,Test_Time(s),Step_Time(s),Cycle_Index,Step_Index,Discharge_Capacity
721,84107.442188,3240.0003,9,5,3.22531795501709,84107.442188,3240.0003,9,5,-2.28206920623779,84107.442188,3240.0003,9,5,2.4035472869873,84107.442188,3240.0003,9,5,2.05388307571411
722,84227.447488,3360.0056,9,5,3.19408226013184,84227.447488,3360.0056,9,5,-2.28182220458984,84227.447488,3360.0056,9,5,2.4035472869873,84227.447488,3360.0056,9,5,2.12995147705078
723,84347.444588,3480.0027,9,5,3.15546131134033,84347.444588,3480.0027,9,5,-2.28207397460937,84347.444588,3480.0027,9,5,2.4035472869873,84347.444588,3480.0027,9,5,2.20601844787598
724,84467.446888,3600.005,9,5,3.10732650756836,84467.446888,3600.005,9,5,-2.28213310241699,84467.446888,3600.005,9,5,2.4035472869873,84467.446888,3600.005,9,5,2.28208947181702
725,84587.443388,3720.0015,9,5,3.04684352874756,84587.443388,3720.0015,9,5,-2.28211975097656,84587.443388,3720.0015,9,5,2.4035472869873,84587.443388,3720.0015,9,5,2.3581554889679
726,84663.910788,3796.4689,9,5,2.99999713897705,84663.910788,3796.4689,9,5,-2.28213500976562,84663.910788,3796.4689,9,5,2.4035472869873,84663.910788,3796.4689,9,5,2.4066309928894
727,84784.067348,120.002,9,6,3.63819026947021,84784.067348,120.002,9,6,0,84784.067348,120.002,9,6,2.4035472869873,84784.067348,120.002,9,6,2.40667104721069
728,84904.067348,240.002,9,6,3.66755485534668,84904.067348,240.002,9,6,0,84904.067348,240.002,9,6,2.4035472869873,84904.067348,240.002,9,6,2.40667104721069
729,84964.069448,300.0041,9,6,3.67439842224121,84964.069448,300.0041,9,6,0,84964.069448,300.0041,9,6,2.4035472869873,84964.069448,300.0041,9,6,2.40667104721069
730,85020.699684,56.5369,10,2,4.20004558563232,85020.699684,56.5369,10,2,3.25995254516602,85020.699684,56.5369,10,2,0.058909192681313,85020.699684,56.5369,10,2,5.28976507041534E-09
731,85140.726152,120.0058,10,3,4.2540283203125,85140.726152,120.0058,10,3,3.26009941101074,85140.726152,120.0058,10,3,0.167331263422966,85140.726152,120.0058,10,3,5.28976507041534E-09
732,85260.724752,240.0044,10,3,4.28582286834717,85260.724752,240.0044,10,3,3.26002311706543,85260.724752,240.0044,10,3,0.275990933179855,85260.724752,240.0044,10,3,5.28976507041534E-09
733,85380.723952,360.0036,10,3,4.31081485748291,85380.723952,360.0036,10,3,3.2600212097168,85380.723952,360.0036,10,3,0.384659916162491,85380.723952,360.0036,10,3,5.28976507041534E-09
734,85500.721852,480.0015,10,3,4.33294677734375,85500.721852,480.0015,10,3,3.25992584228516,85500.721852,480.0015,10,3,0.493324875831604,85500.721852,480.0015,10,3,5.28976507041534E-09
735,85620.724652,600.0043,10,3,4.35704040527344,85620.724652,600.0043,10,3,3.26004791259766,85620.724652,600.0043,10,3,0.601991057395935,85620.724652,600.0043,10,3,5.28976507041534E-09
736,85740.721752,720.0014,10,3,4.38376045227051,85740.721752,720.0014,10,3,3.25995063781738,85740.721752,720.0014,10,3,0.710656821727753,85740.721752,720.0014,10,3,5.28976507041534E-09
737,85860.723752,840.0034,10,3,4.40001487731934,85860.723752,840.0034,10,3,3.14961624145508,85860.723752,840.0034,10,3,0.818447232246399,85860.723752,840.0034,10,3,5.28976507041534E-09
738,85980.722752,960.0024,10,3,4.40003299713135,85980.722752,960.0024,10,3,2.93284225463867,85980.722752,960.0024,10,3,0.91976922750473,85980.722752,960.0024,10,3,5.28976507041534E-09
739,86100.726752,1080.0064,10,3,4.40000724792481,86100.726752,1080.0064,10,3,2.73286247253418,86100.726752,1080.0064,10,3,1.01414573192596,86100.726752,1080.0064,10,3,5.28976507041534E-09
740,86220.721952,1200.0016,10,3,4.40000629425049,86220.721952,1200.0016,10,3,2.55353546142578,86220.721952,1200.0016,10,3,1.10218477249146,86220.721952,1200.0016,10,3,5.28976507041534E-09
741,86340.726952,1320.0066,10,3,4.39999866485596,86340.726952,1320.0066,10,3,2.39667129516602,86340.726952,1320.0066,10,3,1.18464529514313,86340.726952,1320.0066,10,3,5.28976507041534E-09
742,86460.726652,1440.0063,10,3,4.39997386932373,86460.726652,1440.0063,10,3,2.25919532775879,86460.726652,1440.0063,10,3,1.26218569278717,86460.726652,1440.0063,10,3,5.28976507041534E-09
743,86580.723452,1560.0031,10,3,4.40000152587891,86580.723452,1560.0031,10,3,2.13663864135742,86580.723452,1560.0031,10,3,1.33540022373199,86580.723452,1560.0031,10,3,5.28976507041534E-09
744,86700.728252,1680.0079,10,3,4.39996814727783,86700.728252,1680.0079,10,3,2.02886009216309,86700.728252,1680.0079,10,3,1.40477538108826,86700.728252,1680.0079,10,3,5.28976507041534E-09
745,86820.720652,1800.0003,10,3,4.40000057220459,86820.720652,1800.0003,10,3,1.9313793182373,86820.720652,1800.0003,10,3,1.47073769569397,86820.720652,1800.0003,10,3,5.28976507041534E-09
746,86940.724252,1920.0039,10,3,4.40005111694336,86940.724252,1920.0039,10,3,1.84268951416016,86940.724252,1920.0039,10,3,1.53361642360687,86940.724252,1920.0039,10,3,5.28976507041534E-09
747,87060.726852,2040.0065,10,3,4.40000438690186,87060.726852,2040.0065,10,3,1.76283740997314,87060.726852,2040.0065,10,3,1.59368455410004,87060.726852,2040.0065,10,3,5.28976507041534E-09
748,87180.726552,2160.0062,10,3,4.39991760253906,87180.726552,2160.0062,10,3,1.68828105926514,87180.726552,2160.0062,10,3,1.65119218826294,87180.726552,2160.0062,10,3,5.28976507041534E-09
749,87300.725152,2280.0048,10,3,4.40009880065918,87300.725152,2280.0048,10,3,1.61778259277344,87300.725152,2280.0048,10,3,1.70628976821899,87300.725152,2280.0048,10,3,5.28976507041534E-09
750,87420.725652,2400.0053,10,3,4.40002536773682,87420.725652,2400.0053,10,3,1.55116653442383,87420.725652,2400.0053,10,3,1.75910007953644,87420.725652,2400.0053,10,3,5.28976507041534E-09
751,87540.726552,2520.0062,10,3,4.39992332458496,87540.726552,2520.0062,10,3,1.48610019683838,87540.726552,2520.0062,10,3,1.80972623825073,87540.726552,2520.0062,10,3,5.28976507041534E-09
752,87660.725352,2640.005,10,3,4.40001773834229,87660.725352,2640.005,10,3,1.42383670806885,87660.725352,2640.005,10,3,1.85821342468262,87660.725352,2640.005,10,3,5.28976507041534E-09
753,87780.722952,2760.0026,10,3,4.40003681182861,87780.722952,2760.0026,10,3,1.36307430267334,87780.722952,2760.0026,10,3,1.90465319156647,87780.722952,2760.0026,10,3,5.28976507041534E-09
754,87900.726552,2880.0062,10,3,4.4000358581543,87900.726552,2880.0062,10,3,1.30431079864502,87900.726552,2880.0062,10,3,1.94909644126892,87900.726552,2880.0062,10,3,5.28976507041534E-09
755,88020.722952,3000.0026,10,3,4.40001010894775,88020.722952,3000.0026,10,3,1.24738502502441,88020.722952,3000.0026,10,3,1.99161529541016,88020.722952,3000.0026,10,3,5.28976507041534E-09
756,88140.724152,3120.0038,10,3,4.39998722076416,88140.724152,3120.0038,10,3,1.19224643707275,88140.724152,3120.0038,10,3,2.03225922584534,88140.724152,3120.0038,10,3,5.28976507041534E-09
757,88260.726652,3240.0063,10,3,4.39999389648438,88260.726652,3240.0063,10,3,1.13844680786133,88260.726652,3240.0063,10,3,2.07110118865967,88260.726652,3240.0063,10,3,5.28976507041534E-09
758,88380.725352,3360.005,10,3,4.39998149871826,88380.725352,3360.005,10,3,1.08719825744629,88380.725352,3360.005,10,3,2.10820007324219,88380.725352,3360.005,10,3,5.28976507041534E-09
759,88500.720852,3480.0005,10,3,4.40003871917725,88500.720852,3480.0005,10,3,1.03827953338623,88500.720852,3480.0005,10,3,2.14362335205078,88500.720852,3480.0005,10,3,5.28976507041534E-09
760,88620.725952,3600.0056,10,3,4.39995670318604,88620.725952,3600.0056,10,3,0.98997974395752,88620.725952,3600.0056,10,3,2.17743182182312,88620.725952,3600.0056,10,3,5.28976507041534E-09
761,88740.724552,3720.0042,10,3,4.40003776550293,88740.724552,3720.0042,10,3,0.943423271179199,88740.724552,3720.0042,10,3,2.20965766906738,88740.724552,3720.0042,10,3,5.28976507041534E-09
762,88860.726952,3840.0066,10,3,4.40001678466797,88860.726952,3840.0066,10,3,0.898462295532227,88860.726952,3840.0066,10,3,2.24035787582397,88860.726952,3840.0066,10,3,5.28976507041534E-09
763,88980.725652,3960.0053,10,3,4.40004539489746,88980.725652,3960.0053,10,3,0.855692863464356,88980.725652,3960.0053,10,3,2.26959705352783,88980.725652,3960.0053,10,3,5.28976507041534E-09
764,89100.722452,4080.0021,10,3,4.40000247955322,89100.722452,4080.0021,10,3,0.813465118408203,89100.722452,4080.0021,10,3,2.29742121696472,89100.722452,4080.0021,10,3,5.28976507041534E-09
765,89220.720752,4200.0004,10,3,4.40004634857178,89220.720752,4200.0004,10,3,0.773512840270996,89220.720752,4200.0004,10,3,2.32386374473572,89220.720752,4200.0004,10,3,5.28976507041534E-09
766,89340.721552,4320.0012,10,3,4.40006732940674,89340.721552,4320.0012,10,3,0.735058784484863,89340.721552,4320.0012,10,3,2.34900116920471,89340.721552,4320.0012,10,3,5.28976507041534E-09
767,89460.725352,4440.005,10,3,4.39999866485596,89460.725352,4440.005,10,3,0.698415756225586,89460.725352,4440.005,10,3,2.37288951873779,89460.725352,4440.005,10,3,5.28976507041534E-09
768,89580.725852,4560.0055,10,3,4.40003108978272,89580.725852,4560.0055,10,3,0.664375305175781,89580.725852,4560.0055,10,3,2.39559721946716,89580.725852,4560.0055,10,3,5.28976507041534E-09
769,89625.692852,4604.9725,10,3,4.39997959136963,89625.692852,4604.9725,10,3,0.65199089050293,89625.692852,4604.9725,10,3,2.40381956100464,89625.692852,4604.9725,10,3,5.28976507041534E-09
770,89745.745464,120.0069,10,4,4.2679557800293,89745.745464,120.0069,10,4,0,89745.745464,120.0069,10,4,2.40382075309753,89745.745464,120.0069,10,4,5.28976507041534E-09
771,89865.741264,240.0027,10,4,4.25556468963623,89865.741264,240.0027,10,4,0,89865.741264,240.0027,10,4,2.40382075309753,89865.741264,240.0027,10,4,5.28976507041534E-09
772,89925.742564,300.004,10,4,4.25223827362061,89925.742564,300.004,10,4,0,89925.742564,300.004,10,4,2.40382075309753,89925.742564,300.004,10,4,5.28976507041534E-09
773,90045.8402,120.0041,10,5,3.85220432281494,90045.8402,120.0041,10,5,-2.28213691711426,90045.8402,120.0041,10,5,2.40382075309753,90045.8402,120.0041,10,5,0.076067209243774
774,90165.8381,240.002,10,5,3.80677700042725,90165.8381,240.002,10,5,-2.28201675415039,90165.8381,240.002,10,5,2.40382075309753,90165.8381,240.002,10,5,0.152138441801071
775,90285.8385,360.0024,10,5,3.76934146881104,90285.8385,360.0024,10,5,-2.28210163116455,90285.8385,360.0024,10,5,2.40382075309753,90285.8385,360.0024,10,5,0.22820757329464
776,90405.8398,480.0037,10,5,3.73429203033447,90405.8398,480.0037,10,5,-2.2820930480957,90405.8398,480.0037,10,5,2.40382075309753,90405.8398,480.0037,10,5,0.304275512695312
777,90525.8377,600.0016,10,5,3.70026397705078,90525.8377,600.0016,10,5,-2.28214740753174,90525.8377,600.0016,10,5,2.40382075309753,90525.8377,600.0016,10,5,0.380346775054932
778,90645.8369,720.0008,10,5,3.66756629943848,90645.8369,720.0008,10,5,-2.2820930480957,90645.8369,720.0008,10,5,2.40382075309753,90645.8369,720.0008,10,5,0.456412583589554
779,90765.8419,840.0058,10,5,3.63645648956299,90765.8419,840.0058,10,5,-2.28211498260498,90765.8419,840.0058,10,5,2.40382075309753,90765.8419,840.0058,10,5,0.532487869262695
780,90885.8376,960.0015,10,5,3.60717868804932,90885.8376,960.0015,10,5,-2.28210163116455,90885.8376,960.0015,10,5,2.40382075309753,90885.8376,960.0015,10,5,0.608555495738983
781,91005.8399,1080.0038,10,5,3.58019638061523,91005.8399,1080.0038,10,5,-2.28201007843018,91005.8399,1080.0038,10,5,2.40382075309753,91005.8399,1080.0038,10,5,0.684622764587402
782,91125.8399,1200.0038,10,5,3.55552291870117,91125.8399,1200.0038,10,5,-2.28206920623779,91125.8399,1200.0038,10,5,2.40382075309753,91125.8399,1200.0038,10,5,0.760695338249207
783,91245.8404,1320.0043,10,5,3.53206729888916,91245.8404,1320.0043,10,5,-2.28204345703125,91245.8404,1320.0043,10,5,2.40382075309753,91245.8404,1320.0043,10,5,0.836763262748718
784,91365.8401,1440.004,10,5,3.51014804840088,91365.8401,1440.004,10,5,-2.28212547302246,91365.8401,1440.004,10,5,2.40382075309753,91365.8401,1440.004,10,5,0.912836968898773
785,91485.8361,1560,10,5,3.48900127410889,91485.8361,1560,10,5,-2.28209495544434,91485.8361,1560,10,5,2.40382075309753,91485.8361,1560,10,5,0.988901853561401
786,91605.8414,1680.0053,10,5,3.46890354156494,91605.8414,1680.0053,10,5,-2.28214359283447,91605.8414,1680.0053,10,5,2.40382075309753,91605.8414,1680.0053,10,5,1.06497883796692
787,91725.8401,1800.004,10,5,3.44967937469482,91725.8401,1800.004,10,5,-2.28211688995361,91725.8401,1800.004,10,5,2.40382075309753,91725.8401,1800.004,10,5,1.14104545116425
788,91845.8401,1920.004,10,5,3.43154716491699,91845.8401,1920.004,10,5,-2.28206253051758,91845.8401,1920.004,10,5,2.40382075309753,91845.8401,1920.004,10,5,1.21711373329163
789,91965.8392,2040.0031,10,5,3.41385936737061,91965.8392,2040.0031,10,5,-2.28207969665527,91965.8392,2040.0031,10,5,2.40382075309753,91965.8392,2040.0031,10,5,1.29318416118622
